From grid,To grid,Distribution type,Major time,Scenario,No. of units
1,2,6INCH_CO2_ONSHORE,1,LL,1
1,2,9INCH_CO2_ONSHORE,1,LL,1
1,2,12INCH_CO2_ONSHORE,1,LL,1
1,2,16INCH_CO2_ONSHORE,1,LL,1
1,2,24INCH_CO2_ONSHORE,1,LL,1
1,2,28INCH_CO2_ONSHORE,1,LL,1
1,2,32INCH_CO2_ONSHORE,1,LL,1
1,2,40INCH_CO2_ONSHORE,1,LL,1
1,3,6INCH_CO2_ONSHORE,1,LL,1
1,3,9INCH_CO2_ONSHORE,1,LL,1
1,3,12INCH_CO2_ONSHORE,1,LL,1
1,3,16INCH_CO2_ONSHORE,1,LL,1
1,3,24INCH_CO2_ONSHORE,1,LL,1
1,3,28INCH_CO2_ONSHORE,1,LL,1
1,3,32INCH_CO2_ONSHORE,1,LL,1
1,3,40INCH_CO2_ONSHORE,1,LL,1
1,4,6INCH_CO2_ONSHORE,1,LL,1
1,4,9INCH_CO2_ONSHORE,1,LL,1
1,4,12INCH_CO2_ONSHORE,1,LL,1
1,4,16INCH_CO2_ONSHORE,1,LL,1
1,4,24INCH_CO2_ONSHORE,1,LL,1
1,4,28INCH_CO2_ONSHORE,1,LL,1
1,4,32INCH_CO2_ONSHORE,1,LL,1
1,4,40INCH_CO2_ONSHORE,1,LL,1
1,5,6INCH_CO2_ONSHORE,1,LL,1
1,5,9INCH_CO2_ONSHORE,1,LL,1
1,5,12INCH_CO2_ONSHORE,1,LL,1
1,5,16INCH_CO2_ONSHORE,1,LL,1
1,5,24INCH_CO2_ONSHORE,1,LL,1
1,5,28INCH_CO2_ONSHORE,1,LL,1
1,5,32INCH_CO2_ONSHORE,1,LL,1
1,5,40INCH_CO2_ONSHORE,1,LL,1
1,6,6INCH_CO2_ONSHORE,1,LL,1
1,6,9INCH_CO2_ONSHORE,1,LL,1
1,6,12INCH_CO2_ONSHORE,1,LL,1
1,6,16INCH_CO2_ONSHORE,1,LL,1
1,6,24INCH_CO2_ONSHORE,1,LL,1
1,6,28INCH_CO2_ONSHORE,1,LL,1
1,6,32INCH_CO2_ONSHORE,1,LL,1
1,6,40INCH_CO2_ONSHORE,1,LL,1
1,7,6INCH_CO2_ONSHORE,1,LL,1
1,7,9INCH_CO2_ONSHORE,1,LL,1
1,7,12INCH_CO2_ONSHORE,1,LL,1
1,7,16INCH_CO2_ONSHORE,1,LL,1
1,7,24INCH_CO2_ONSHORE,1,LL,1
1,7,28INCH_CO2_ONSHORE,1,LL,1
1,7,32INCH_CO2_ONSHORE,1,LL,1
1,7,40INCH_CO2_ONSHORE,1,LL,1
1,8,6INCH_CO2_ONSHORE,1,LL,1
1,8,9INCH_CO2_ONSHORE,1,LL,1
1,8,12INCH_CO2_ONSHORE,1,LL,1
1,8,16INCH_CO2_ONSHORE,1,LL,1
1,8,24INCH_CO2_ONSHORE,1,LL,1
1,8,28INCH_CO2_ONSHORE,1,LL,1
1,8,32INCH_CO2_ONSHORE,1,LL,1
1,8,40INCH_CO2_ONSHORE,1,LL,1
1,9,6INCH_CO2_ONSHORE,1,LL,1
1,9,9INCH_CO2_ONSHORE,1,LL,1
1,9,12INCH_CO2_ONSHORE,1,LL,1
1,9,16INCH_CO2_ONSHORE,1,LL,1
1,9,24INCH_CO2_ONSHORE,1,LL,1
1,9,28INCH_CO2_ONSHORE,1,LL,1
1,9,32INCH_CO2_ONSHORE,1,LL,1
1,9,40INCH_CO2_ONSHORE,1,LL,1
1,10,6INCH_CO2_ONSHORE,1,LL,1
1,10,9INCH_CO2_ONSHORE,1,LL,1
1,10,12INCH_CO2_ONSHORE,1,LL,1
1,10,16INCH_CO2_ONSHORE,1,LL,1
1,10,24INCH_CO2_ONSHORE,1,LL,1
1,10,28INCH_CO2_ONSHORE,1,LL,1
1,10,32INCH_CO2_ONSHORE,1,LL,1
1,10,40INCH_CO2_ONSHORE,1,LL,1
1,11,6INCH_CO2_ONSHORE,1,LL,1
1,11,9INCH_CO2_ONSHORE,1,LL,1
1,11,12INCH_CO2_ONSHORE,1,LL,1
1,11,16INCH_CO2_ONSHORE,1,LL,1
1,11,24INCH_CO2_ONSHORE,1,LL,1
1,11,28INCH_CO2_ONSHORE,1,LL,1
1,11,32INCH_CO2_ONSHORE,1,LL,1
1,11,40INCH_CO2_ONSHORE,1,LL,1
1,12,6INCH_CO2_ONSHORE,1,LL,1
1,12,9INCH_CO2_ONSHORE,1,LL,1
1,12,12INCH_CO2_ONSHORE,1,LL,1
1,12,16INCH_CO2_ONSHORE,1,LL,1
1,12,24INCH_CO2_ONSHORE,1,LL,1
1,12,28INCH_CO2_ONSHORE,1,LL,1
1,12,32INCH_CO2_ONSHORE,1,LL,1
1,12,40INCH_CO2_ONSHORE,1,LL,1
1,13,6INCH_CO2_ONSHORE,1,LL,1
1,13,9INCH_CO2_ONSHORE,1,LL,1
1,13,12INCH_CO2_ONSHORE,1,LL,1
1,13,16INCH_CO2_ONSHORE,1,LL,1
1,13,24INCH_CO2_ONSHORE,1,LL,1
1,13,28INCH_CO2_ONSHORE,1,LL,1
1,13,32INCH_CO2_ONSHORE,1,LL,1
1,13,40INCH_CO2_ONSHORE,1,LL,1
1,14,6INCH_CO2_ONSHORE,1,LL,1
1,14,9INCH_CO2_ONSHORE,1,LL,1
1,14,12INCH_CO2_ONSHORE,1,LL,1
1,14,16INCH_CO2_ONSHORE,1,LL,1
1,14,24INCH_CO2_ONSHORE,1,LL,1
1,14,28INCH_CO2_ONSHORE,1,LL,1
1,14,32INCH_CO2_ONSHORE,1,LL,1
1,14,40INCH_CO2_ONSHORE,1,LL,1
1,15,6INCH_CO2_ONSHORE,1,LL,1
1,15,9INCH_CO2_ONSHORE,1,LL,1
1,15,12INCH_CO2_ONSHORE,1,LL,1
1,15,16INCH_CO2_ONSHORE,1,LL,1
1,15,24INCH_CO2_ONSHORE,1,LL,1
1,15,28INCH_CO2_ONSHORE,1,LL,1
1,15,32INCH_CO2_ONSHORE,1,LL,1
1,15,40INCH_CO2_ONSHORE,1,LL,1
1,16,6INCH_CO2_ONSHORE,1,LL,1
1,16,9INCH_CO2_ONSHORE,1,LL,1
1,16,12INCH_CO2_ONSHORE,1,LL,1
1,16,16INCH_CO2_ONSHORE,1,LL,1
1,16,24INCH_CO2_ONSHORE,1,LL,1
1,16,28INCH_CO2_ONSHORE,1,LL,1
1,16,32INCH_CO2_ONSHORE,1,LL,1
1,16,40INCH_CO2_ONSHORE,1,LL,1
1,17,6INCH_CO2_ONSHORE,1,LL,1
1,17,9INCH_CO2_ONSHORE,1,LL,1
1,17,12INCH_CO2_ONSHORE,1,LL,1
1,17,16INCH_CO2_ONSHORE,1,LL,1
1,17,24INCH_CO2_ONSHORE,1,LL,1
1,17,28INCH_CO2_ONSHORE,1,LL,1
1,17,32INCH_CO2_ONSHORE,1,LL,1
1,17,40INCH_CO2_ONSHORE,1,LL,1
1,18,6INCH_CO2_ONSHORE,1,LL,1
1,18,9INCH_CO2_ONSHORE,1,LL,1
1,18,12INCH_CO2_ONSHORE,1,LL,1
1,18,16INCH_CO2_ONSHORE,1,LL,1
1,18,24INCH_CO2_ONSHORE,1,LL,1
1,18,28INCH_CO2_ONSHORE,1,LL,1
1,18,32INCH_CO2_ONSHORE,1,LL,1
1,18,40INCH_CO2_ONSHORE,1,LL,1
1,19,6INCH_CO2_ONSHORE,1,LL,1
1,19,9INCH_CO2_ONSHORE,1,LL,1
1,19,12INCH_CO2_ONSHORE,1,LL,1
1,19,16INCH_CO2_ONSHORE,1,LL,1
1,19,24INCH_CO2_ONSHORE,1,LL,1
1,19,28INCH_CO2_ONSHORE,1,LL,1
1,19,32INCH_CO2_ONSHORE,1,LL,1
1,19,40INCH_CO2_ONSHORE,1,LL,1
1,20,6INCH_CO2_ONSHORE,1,LL,1
1,20,9INCH_CO2_ONSHORE,1,LL,1
1,20,12INCH_CO2_ONSHORE,1,LL,1
1,20,16INCH_CO2_ONSHORE,1,LL,1
1,20,24INCH_CO2_ONSHORE,1,LL,1
1,20,28INCH_CO2_ONSHORE,1,LL,1
1,20,32INCH_CO2_ONSHORE,1,LL,1
1,20,40INCH_CO2_ONSHORE,1,LL,1
1,21,6INCH_CO2_ONSHORE,1,LL,1
1,21,9INCH_CO2_ONSHORE,1,LL,1
1,21,12INCH_CO2_ONSHORE,1,LL,1
1,21,16INCH_CO2_ONSHORE,1,LL,1
1,21,24INCH_CO2_ONSHORE,1,LL,1
1,21,28INCH_CO2_ONSHORE,1,LL,1
1,21,32INCH_CO2_ONSHORE,1,LL,1
1,21,40INCH_CO2_ONSHORE,1,LL,1
1,22,6INCH_CO2_ONSHORE,1,LL,1
1,22,9INCH_CO2_ONSHORE,1,LL,1
1,22,12INCH_CO2_ONSHORE,1,LL,1
1,22,16INCH_CO2_ONSHORE,1,LL,1
1,22,24INCH_CO2_ONSHORE,1,LL,1
1,22,28INCH_CO2_ONSHORE,1,LL,1
1,22,32INCH_CO2_ONSHORE,1,LL,1
1,22,40INCH_CO2_ONSHORE,1,LL,1
2,1,6INCH_CO2_ONSHORE,1,LL,1
2,1,9INCH_CO2_ONSHORE,1,LL,1
2,1,12INCH_CO2_ONSHORE,1,LL,1
2,1,16INCH_CO2_ONSHORE,1,LL,1
2,1,24INCH_CO2_ONSHORE,1,LL,1
2,1,28INCH_CO2_ONSHORE,1,LL,1
2,1,32INCH_CO2_ONSHORE,1,LL,1
2,1,40INCH_CO2_ONSHORE,1,LL,1
2,3,6INCH_CO2_ONSHORE,1,LL,1
2,3,9INCH_CO2_ONSHORE,1,LL,1
2,3,12INCH_CO2_ONSHORE,1,LL,1
2,3,16INCH_CO2_ONSHORE,1,LL,1
2,3,24INCH_CO2_ONSHORE,1,LL,1
2,3,28INCH_CO2_ONSHORE,1,LL,1
2,3,32INCH_CO2_ONSHORE,1,LL,1
2,3,40INCH_CO2_ONSHORE,1,LL,1
2,4,6INCH_CO2_ONSHORE,1,LL,1
2,4,9INCH_CO2_ONSHORE,1,LL,1
2,4,12INCH_CO2_ONSHORE,1,LL,1
2,4,16INCH_CO2_ONSHORE,1,LL,1
2,4,24INCH_CO2_ONSHORE,1,LL,1
2,4,28INCH_CO2_ONSHORE,1,LL,1
2,4,32INCH_CO2_ONSHORE,1,LL,1
2,4,40INCH_CO2_ONSHORE,1,LL,1
2,5,6INCH_CO2_ONSHORE,1,LL,1
2,5,9INCH_CO2_ONSHORE,1,LL,1
2,5,12INCH_CO2_ONSHORE,1,LL,1
2,5,16INCH_CO2_ONSHORE,1,LL,1
2,5,24INCH_CO2_ONSHORE,1,LL,1
2,5,28INCH_CO2_ONSHORE,1,LL,1
2,5,32INCH_CO2_ONSHORE,1,LL,1
2,5,40INCH_CO2_ONSHORE,1,LL,1
2,6,6INCH_CO2_ONSHORE,1,LL,1
2,6,9INCH_CO2_ONSHORE,1,LL,1
2,6,12INCH_CO2_ONSHORE,1,LL,1
2,6,16INCH_CO2_ONSHORE,1,LL,1
2,6,24INCH_CO2_ONSHORE,1,LL,1
2,6,28INCH_CO2_ONSHORE,1,LL,1
2,6,32INCH_CO2_ONSHORE,1,LL,1
2,6,40INCH_CO2_ONSHORE,1,LL,1
2,7,6INCH_CO2_ONSHORE,1,LL,1
2,7,9INCH_CO2_ONSHORE,1,LL,1
2,7,12INCH_CO2_ONSHORE,1,LL,1
2,7,16INCH_CO2_ONSHORE,1,LL,1
2,7,24INCH_CO2_ONSHORE,1,LL,1
2,7,28INCH_CO2_ONSHORE,1,LL,1
2,7,32INCH_CO2_ONSHORE,1,LL,1
2,7,40INCH_CO2_ONSHORE,1,LL,1
2,8,6INCH_CO2_ONSHORE,1,LL,1
2,8,9INCH_CO2_ONSHORE,1,LL,1
2,8,12INCH_CO2_ONSHORE,1,LL,1
2,8,16INCH_CO2_ONSHORE,1,LL,1
2,8,24INCH_CO2_ONSHORE,1,LL,1
2,8,28INCH_CO2_ONSHORE,1,LL,1
2,8,32INCH_CO2_ONSHORE,1,LL,1
2,8,40INCH_CO2_ONSHORE,1,LL,1
2,9,6INCH_CO2_ONSHORE,1,LL,1
2,9,9INCH_CO2_ONSHORE,1,LL,1
2,9,12INCH_CO2_ONSHORE,1,LL,1
2,9,16INCH_CO2_ONSHORE,1,LL,1
2,9,24INCH_CO2_ONSHORE,1,LL,1
2,9,28INCH_CO2_ONSHORE,1,LL,1
2,9,32INCH_CO2_ONSHORE,1,LL,1
2,9,40INCH_CO2_ONSHORE,1,LL,1
2,10,6INCH_CO2_ONSHORE,1,LL,1
2,10,9INCH_CO2_ONSHORE,1,LL,1
2,10,12INCH_CO2_ONSHORE,1,LL,1
2,10,16INCH_CO2_ONSHORE,1,LL,1
2,10,24INCH_CO2_ONSHORE,1,LL,1
2,10,28INCH_CO2_ONSHORE,1,LL,1
2,10,32INCH_CO2_ONSHORE,1,LL,1
2,10,40INCH_CO2_ONSHORE,1,LL,1
2,11,6INCH_CO2_ONSHORE,1,LL,1
2,11,9INCH_CO2_ONSHORE,1,LL,1
2,11,12INCH_CO2_ONSHORE,1,LL,1
2,11,16INCH_CO2_ONSHORE,1,LL,1
2,11,24INCH_CO2_ONSHORE,1,LL,1
2,11,28INCH_CO2_ONSHORE,1,LL,1
2,11,32INCH_CO2_ONSHORE,1,LL,1
2,11,40INCH_CO2_ONSHORE,1,LL,1
2,12,6INCH_CO2_ONSHORE,1,LL,1
2,12,9INCH_CO2_ONSHORE,1,LL,1
2,12,12INCH_CO2_ONSHORE,1,LL,1
2,12,16INCH_CO2_ONSHORE,1,LL,1
2,12,24INCH_CO2_ONSHORE,1,LL,1
2,12,28INCH_CO2_ONSHORE,1,LL,1
2,12,32INCH_CO2_ONSHORE,1,LL,1
2,12,40INCH_CO2_ONSHORE,1,LL,1
2,13,6INCH_CO2_ONSHORE,1,LL,1
2,13,9INCH_CO2_ONSHORE,1,LL,1
2,13,12INCH_CO2_ONSHORE,1,LL,1
2,13,16INCH_CO2_ONSHORE,1,LL,1
2,13,24INCH_CO2_ONSHORE,1,LL,1
2,13,28INCH_CO2_ONSHORE,1,LL,1
2,13,32INCH_CO2_ONSHORE,1,LL,1
2,13,40INCH_CO2_ONSHORE,1,LL,1
2,14,6INCH_CO2_ONSHORE,1,LL,1
2,14,9INCH_CO2_ONSHORE,1,LL,1
2,14,12INCH_CO2_ONSHORE,1,LL,1
2,14,16INCH_CO2_ONSHORE,1,LL,1
2,14,24INCH_CO2_ONSHORE,1,LL,1
2,14,28INCH_CO2_ONSHORE,1,LL,1
2,14,32INCH_CO2_ONSHORE,1,LL,1
2,14,40INCH_CO2_ONSHORE,1,LL,1
2,15,6INCH_CO2_ONSHORE,1,LL,1
2,15,9INCH_CO2_ONSHORE,1,LL,1
2,15,12INCH_CO2_ONSHORE,1,LL,1
2,15,16INCH_CO2_ONSHORE,1,LL,1
2,15,24INCH_CO2_ONSHORE,1,LL,1
2,15,28INCH_CO2_ONSHORE,1,LL,1
2,15,32INCH_CO2_ONSHORE,1,LL,1
2,15,40INCH_CO2_ONSHORE,1,LL,1
2,16,6INCH_CO2_ONSHORE,1,LL,1
2,16,9INCH_CO2_ONSHORE,1,LL,1
2,16,12INCH_CO2_ONSHORE,1,LL,1
2,16,16INCH_CO2_ONSHORE,1,LL,1
2,16,24INCH_CO2_ONSHORE,1,LL,1
2,16,28INCH_CO2_ONSHORE,1,LL,1
2,16,32INCH_CO2_ONSHORE,1,LL,1
2,16,40INCH_CO2_ONSHORE,1,LL,1
2,17,6INCH_CO2_ONSHORE,1,LL,1
2,17,9INCH_CO2_ONSHORE,1,LL,1
2,17,12INCH_CO2_ONSHORE,1,LL,1
2,17,16INCH_CO2_ONSHORE,1,LL,1
2,17,24INCH_CO2_ONSHORE,1,LL,1
2,17,28INCH_CO2_ONSHORE,1,LL,1
2,17,32INCH_CO2_ONSHORE,1,LL,1
2,17,40INCH_CO2_ONSHORE,1,LL,1
2,18,6INCH_CO2_ONSHORE,1,LL,1
2,18,9INCH_CO2_ONSHORE,1,LL,1
2,18,12INCH_CO2_ONSHORE,1,LL,1
2,18,16INCH_CO2_ONSHORE,1,LL,1
2,18,24INCH_CO2_ONSHORE,1,LL,1
2,18,28INCH_CO2_ONSHORE,1,LL,1
2,18,32INCH_CO2_ONSHORE,1,LL,1
2,18,40INCH_CO2_ONSHORE,1,LL,1
2,19,6INCH_CO2_ONSHORE,1,LL,1
2,19,9INCH_CO2_ONSHORE,1,LL,1
2,19,12INCH_CO2_ONSHORE,1,LL,1
2,19,16INCH_CO2_ONSHORE,1,LL,1
2,19,24INCH_CO2_ONSHORE,1,LL,1
2,19,28INCH_CO2_ONSHORE,1,LL,1
2,19,32INCH_CO2_ONSHORE,1,LL,1
2,19,40INCH_CO2_ONSHORE,1,LL,1
2,20,6INCH_CO2_ONSHORE,1,LL,1
2,20,9INCH_CO2_ONSHORE,1,LL,1
2,20,12INCH_CO2_ONSHORE,1,LL,1
2,20,16INCH_CO2_ONSHORE,1,LL,1
2,20,24INCH_CO2_ONSHORE,1,LL,1
2,20,28INCH_CO2_ONSHORE,1,LL,1
2,20,32INCH_CO2_ONSHORE,1,LL,1
2,20,40INCH_CO2_ONSHORE,1,LL,1
2,21,6INCH_CO2_ONSHORE,1,LL,1
2,21,9INCH_CO2_ONSHORE,1,LL,1
2,21,12INCH_CO2_ONSHORE,1,LL,1
2,21,16INCH_CO2_ONSHORE,1,LL,1
2,21,24INCH_CO2_ONSHORE,1,LL,1
2,21,28INCH_CO2_ONSHORE,1,LL,1
2,21,32INCH_CO2_ONSHORE,1,LL,1
2,21,40INCH_CO2_ONSHORE,1,LL,1
2,22,6INCH_CO2_ONSHORE,1,LL,1
2,22,9INCH_CO2_ONSHORE,1,LL,1
2,22,12INCH_CO2_ONSHORE,1,LL,1
2,22,16INCH_CO2_ONSHORE,1,LL,1
2,22,24INCH_CO2_ONSHORE,1,LL,1
2,22,28INCH_CO2_ONSHORE,1,LL,1
2,22,32INCH_CO2_ONSHORE,1,LL,1
2,22,40INCH_CO2_ONSHORE,1,LL,1
3,1,6INCH_CO2_ONSHORE,1,LL,1
3,1,9INCH_CO2_ONSHORE,1,LL,1
3,1,12INCH_CO2_ONSHORE,1,LL,1
3,1,16INCH_CO2_ONSHORE,1,LL,1
3,1,24INCH_CO2_ONSHORE,1,LL,1
3,1,28INCH_CO2_ONSHORE,1,LL,1
3,1,32INCH_CO2_ONSHORE,1,LL,1
3,1,40INCH_CO2_ONSHORE,1,LL,1
3,2,6INCH_CO2_ONSHORE,1,LL,1
3,2,9INCH_CO2_ONSHORE,1,LL,1
3,2,12INCH_CO2_ONSHORE,1,LL,1
3,2,16INCH_CO2_ONSHORE,1,LL,1
3,2,24INCH_CO2_ONSHORE,1,LL,1
3,2,28INCH_CO2_ONSHORE,1,LL,1
3,2,32INCH_CO2_ONSHORE,1,LL,1
3,2,40INCH_CO2_ONSHORE,1,LL,1
3,4,6INCH_CO2_ONSHORE,1,LL,1
3,4,9INCH_CO2_ONSHORE,1,LL,1
3,4,12INCH_CO2_ONSHORE,1,LL,1
3,4,16INCH_CO2_ONSHORE,1,LL,1
3,4,24INCH_CO2_ONSHORE,1,LL,1
3,4,28INCH_CO2_ONSHORE,1,LL,1
3,4,32INCH_CO2_ONSHORE,1,LL,1
3,4,40INCH_CO2_ONSHORE,1,LL,1
3,5,6INCH_CO2_ONSHORE,1,LL,1
3,5,9INCH_CO2_ONSHORE,1,LL,1
3,5,12INCH_CO2_ONSHORE,1,LL,1
3,5,16INCH_CO2_ONSHORE,1,LL,1
3,5,24INCH_CO2_ONSHORE,1,LL,1
3,5,28INCH_CO2_ONSHORE,1,LL,1
3,5,32INCH_CO2_ONSHORE,1,LL,1
3,5,40INCH_CO2_ONSHORE,1,LL,1
3,6,6INCH_CO2_ONSHORE,1,LL,1
3,6,9INCH_CO2_ONSHORE,1,LL,1
3,6,12INCH_CO2_ONSHORE,1,LL,1
3,6,16INCH_CO2_ONSHORE,1,LL,1
3,6,24INCH_CO2_ONSHORE,1,LL,1
3,6,28INCH_CO2_ONSHORE,1,LL,1
3,6,32INCH_CO2_ONSHORE,1,LL,1
3,6,40INCH_CO2_ONSHORE,1,LL,1
3,7,6INCH_CO2_ONSHORE,1,LL,1
3,7,9INCH_CO2_ONSHORE,1,LL,1
3,7,12INCH_CO2_ONSHORE,1,LL,1
3,7,16INCH_CO2_ONSHORE,1,LL,1
3,7,24INCH_CO2_ONSHORE,1,LL,1
3,7,28INCH_CO2_ONSHORE,1,LL,1
3,7,32INCH_CO2_ONSHORE,1,LL,1
3,7,40INCH_CO2_ONSHORE,1,LL,1
3,8,6INCH_CO2_ONSHORE,1,LL,1
3,8,9INCH_CO2_ONSHORE,1,LL,1
3,8,12INCH_CO2_ONSHORE,1,LL,1
3,8,16INCH_CO2_ONSHORE,1,LL,1
3,8,24INCH_CO2_ONSHORE,1,LL,1
3,8,28INCH_CO2_ONSHORE,1,LL,1
3,8,32INCH_CO2_ONSHORE,1,LL,1
3,8,40INCH_CO2_ONSHORE,1,LL,1
3,9,6INCH_CO2_ONSHORE,1,LL,1
3,9,9INCH_CO2_ONSHORE,1,LL,1
3,9,12INCH_CO2_ONSHORE,1,LL,1
3,9,16INCH_CO2_ONSHORE,1,LL,1
3,9,24INCH_CO2_ONSHORE,1,LL,1
3,9,28INCH_CO2_ONSHORE,1,LL,1
3,9,32INCH_CO2_ONSHORE,1,LL,1
3,9,40INCH_CO2_ONSHORE,1,LL,1
3,10,6INCH_CO2_ONSHORE,1,LL,1
3,10,9INCH_CO2_ONSHORE,1,LL,1
3,10,12INCH_CO2_ONSHORE,1,LL,1
3,10,16INCH_CO2_ONSHORE,1,LL,1
3,10,24INCH_CO2_ONSHORE,1,LL,1
3,10,28INCH_CO2_ONSHORE,1,LL,1
3,10,32INCH_CO2_ONSHORE,1,LL,1
3,10,40INCH_CO2_ONSHORE,1,LL,1
3,11,6INCH_CO2_ONSHORE,1,LL,1
3,11,9INCH_CO2_ONSHORE,1,LL,1
3,11,12INCH_CO2_ONSHORE,1,LL,1
3,11,16INCH_CO2_ONSHORE,1,LL,1
3,11,24INCH_CO2_ONSHORE,1,LL,1
3,11,28INCH_CO2_ONSHORE,1,LL,1
3,11,32INCH_CO2_ONSHORE,1,LL,1
3,11,40INCH_CO2_ONSHORE,1,LL,1
3,12,6INCH_CO2_ONSHORE,1,LL,1
3,12,9INCH_CO2_ONSHORE,1,LL,1
3,12,12INCH_CO2_ONSHORE,1,LL,1
3,12,16INCH_CO2_ONSHORE,1,LL,1
3,12,24INCH_CO2_ONSHORE,1,LL,1
3,12,28INCH_CO2_ONSHORE,1,LL,1
3,12,32INCH_CO2_ONSHORE,1,LL,1
3,12,40INCH_CO2_ONSHORE,1,LL,1
3,13,6INCH_CO2_ONSHORE,1,LL,1
3,13,9INCH_CO2_ONSHORE,1,LL,1
3,13,12INCH_CO2_ONSHORE,1,LL,1
3,13,16INCH_CO2_ONSHORE,1,LL,1
3,13,24INCH_CO2_ONSHORE,1,LL,1
3,13,28INCH_CO2_ONSHORE,1,LL,1
3,13,32INCH_CO2_ONSHORE,1,LL,1
3,13,40INCH_CO2_ONSHORE,1,LL,1
3,14,6INCH_CO2_ONSHORE,1,LL,1
3,14,9INCH_CO2_ONSHORE,1,LL,1
3,14,12INCH_CO2_ONSHORE,1,LL,1
3,14,16INCH_CO2_ONSHORE,1,LL,1
3,14,24INCH_CO2_ONSHORE,1,LL,1
3,14,28INCH_CO2_ONSHORE,1,LL,1
3,14,32INCH_CO2_ONSHORE,1,LL,1
3,14,40INCH_CO2_ONSHORE,1,LL,1
3,15,6INCH_CO2_ONSHORE,1,LL,1
3,15,9INCH_CO2_ONSHORE,1,LL,1
3,15,12INCH_CO2_ONSHORE,1,LL,1
3,15,16INCH_CO2_ONSHORE,1,LL,1
3,15,24INCH_CO2_ONSHORE,1,LL,1
3,15,28INCH_CO2_ONSHORE,1,LL,1
3,15,32INCH_CO2_ONSHORE,1,LL,1
3,15,40INCH_CO2_ONSHORE,1,LL,1
3,16,6INCH_CO2_ONSHORE,1,LL,1
3,16,9INCH_CO2_ONSHORE,1,LL,1
3,16,12INCH_CO2_ONSHORE,1,LL,1
3,16,16INCH_CO2_ONSHORE,1,LL,1
3,16,24INCH_CO2_ONSHORE,1,LL,1
3,16,28INCH_CO2_ONSHORE,1,LL,1
3,16,32INCH_CO2_ONSHORE,1,LL,1
3,16,40INCH_CO2_ONSHORE,1,LL,1
3,17,6INCH_CO2_ONSHORE,1,LL,1
3,17,9INCH_CO2_ONSHORE,1,LL,1
3,17,12INCH_CO2_ONSHORE,1,LL,1
3,17,16INCH_CO2_ONSHORE,1,LL,1
3,17,24INCH_CO2_ONSHORE,1,LL,1
3,17,28INCH_CO2_ONSHORE,1,LL,1
3,17,32INCH_CO2_ONSHORE,1,LL,1
3,17,40INCH_CO2_ONSHORE,1,LL,1
3,18,6INCH_CO2_ONSHORE,1,LL,1
3,18,9INCH_CO2_ONSHORE,1,LL,1
3,18,12INCH_CO2_ONSHORE,1,LL,1
3,18,16INCH_CO2_ONSHORE,1,LL,1
3,18,24INCH_CO2_ONSHORE,1,LL,1
3,18,28INCH_CO2_ONSHORE,1,LL,1
3,18,32INCH_CO2_ONSHORE,1,LL,1
3,18,40INCH_CO2_ONSHORE,1,LL,1
3,19,6INCH_CO2_ONSHORE,1,LL,1
3,19,9INCH_CO2_ONSHORE,1,LL,1
3,19,12INCH_CO2_ONSHORE,1,LL,1
3,19,16INCH_CO2_ONSHORE,1,LL,1
3,19,24INCH_CO2_ONSHORE,1,LL,1
3,19,28INCH_CO2_ONSHORE,1,LL,1
3,19,32INCH_CO2_ONSHORE,1,LL,1
3,19,40INCH_CO2_ONSHORE,1,LL,1
3,20,6INCH_CO2_ONSHORE,1,LL,1
3,20,9INCH_CO2_ONSHORE,1,LL,1
3,20,12INCH_CO2_ONSHORE,1,LL,1
3,20,16INCH_CO2_ONSHORE,1,LL,1
3,20,24INCH_CO2_ONSHORE,1,LL,1
3,20,28INCH_CO2_ONSHORE,1,LL,1
3,20,32INCH_CO2_ONSHORE,1,LL,1
3,20,40INCH_CO2_ONSHORE,1,LL,1
3,21,6INCH_CO2_ONSHORE,1,LL,1
3,21,9INCH_CO2_ONSHORE,1,LL,1
3,21,12INCH_CO2_ONSHORE,1,LL,1
3,21,16INCH_CO2_ONSHORE,1,LL,1
3,21,24INCH_CO2_ONSHORE,1,LL,1
3,21,28INCH_CO2_ONSHORE,1,LL,1
3,21,32INCH_CO2_ONSHORE,1,LL,1
3,21,40INCH_CO2_ONSHORE,1,LL,1
3,22,6INCH_CO2_ONSHORE,1,LL,1
3,22,9INCH_CO2_ONSHORE,1,LL,1
3,22,12INCH_CO2_ONSHORE,1,LL,1
3,22,16INCH_CO2_ONSHORE,1,LL,1
3,22,24INCH_CO2_ONSHORE,1,LL,1
3,22,28INCH_CO2_ONSHORE,1,LL,1
3,22,32INCH_CO2_ONSHORE,1,LL,1
3,22,40INCH_CO2_ONSHORE,1,LL,1
4,1,6INCH_CO2_ONSHORE,1,LL,1
4,1,9INCH_CO2_ONSHORE,1,LL,1
4,1,12INCH_CO2_ONSHORE,1,LL,1
4,1,16INCH_CO2_ONSHORE,1,LL,1
4,1,24INCH_CO2_ONSHORE,1,LL,1
4,1,28INCH_CO2_ONSHORE,1,LL,1
4,1,32INCH_CO2_ONSHORE,1,LL,1
4,1,40INCH_CO2_ONSHORE,1,LL,1
4,2,6INCH_CO2_ONSHORE,1,LL,1
4,2,9INCH_CO2_ONSHORE,1,LL,1
4,2,12INCH_CO2_ONSHORE,1,LL,1
4,2,16INCH_CO2_ONSHORE,1,LL,1
4,2,24INCH_CO2_ONSHORE,1,LL,1
